Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,is_Dropout,Dropout_Prediction,Probability,RiskLevel,Course_title
1,7,1,9500,1,40,170.0000,1,1,1,9,4,170.0000,False,False,False,True,0,False,24,False,4,7,7,7,16.8857,0,3,8,9,8,15.7444,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.1152,Low,Nursing
1,39,1,8014,0,1,120.0000,1,1,1,4,4,150.5000,False,False,False,True,0,False,27,False,0,6,6,6,12.5000,0,1,6,6,6,12.3333,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.0572,Low,Social Service (evening attendance)
1,1,1,9500,1,1,143.0000,1,1,37,3,8,128.0000,False,False,False,True,0,True,18,False,0,7,9,7,13.0556,0,0,8,8,8,15.8125,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0372,Low,Nursing
1,1,3,171,1,1,115.0000,1,9,1,6,6,108.7000,True,False,False,False,0,False,21,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,9.4000,-0.8000,-3.1200,Dropout,True,True,0.8571,Medium,Animation and Multimedia Design
1,17,1,9130,1,1,123.0000,1,19,3,3,2,121.6000,True,False,True,True,0,True,19,False,0,5,7,0,0.0000,0,0,5,5,0,0.0000,0,7.6000,2.6000,0.3200,Dropout,True,True,0.8297,Medium,Equinculture:
1,1,6,9500,1,1,131.0000,1,38,19,7,7,125.3000,True,False,False,True,0,True,19,False,0,8,8,7,12.3557,0,0,8,8,7,12.3557,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0202,Low,Nursing
1,17,1,9085,1,1,127.0000,1,19,38,194,193,117.6000,False,False,False,True,0,False,18,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,12.4000,0.5000,1.7900,Dropout,True,True,0.8720,Medium,Veterinary Nursing
1,43,3,9500,1,1,126.0000,1,38,37,6,5,124.3000,True,False,False,True,0,True,18,False,0,7,8,5,11.9800,0,0,7,8,5,11.9800,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.0704,Low,Nursing
1,1,2,9853,1,1,112.0000,1,37,37,191,182,106.1000,True,False,True,True,0,True,20,False,0,7,7,7,13.8571,0,0,7,8,7,12.5714,0,8.9000,1.4000,3.5100,Graduate,False,False,0.0054,Low,Basic Education
2,1,1,8014,0,1,150.0000,1,1,37,4,7,139.9000,True,False,False,True,0,False,24,False,0,6,9,5,13.0000,0,0,6,6,6,14.1667,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.0351,Low,Social Service (evening attendance)
1,1,1,9070,1,1,116.0000,1,1,1,1,1,110.8000,True,False,False,True,0,False,20,False,0,6,6,6,12.8333,0,0,6,10,6,11.1667,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0379,Low,Communication Design
1,17,3,9147,1,1,118.0000,1,1,19,5,7,118.0000,False,False,False,True,0,False,20,False,0,5,11,4,11.0000,0,0,5,7,5,13.2000,0,12.4000,0.5000,1.7900,Enrolled,False,False,0.0545,Low,Management
1,1,1,9500,1,1,130.0000,1,19,37,9,9,117.8000,True,False,False,True,0,True,19,False,0,8,8,7,12.3571,0,0,8,8,7,12.3571,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0122,Low,Nursing
1,1,6,9500,1,1,144.0000,1,1,37,9,9,127.5000,True,False,False,True,0,True,18,False,0,8,8,7,13.8571,0,0,8,8,7,13.8571,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0374,Low,Nursing
1,17,2,9238,1,3,105.0000,1,37,37,7,8,129.7000,True,False,False,True,0,True,20,False,0,6,6,6,12.3333,0,0,6,6,6,10.6667,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.0238,Low,Social Service
1,17,1,9500,1,1,143.0000,1,37,37,9,8,130.6000,True,False,False,True,0,False,20,False,0,7,8,7,12.8471,0,0,8,10,8,13.7889,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.0592,Low,Nursing
1,17,2,9500,1,1,137.0000,1,19,37,4,7,126.3000,True,False,False,True,0,True,19,False,0,7,9,6,12.3400,0,0,8,9,8,13.0188,0,11.1000,0.6000,2.0200,Graduate,False,False,0.0710,Low,Nursing
1,44,1,9085,1,39,140.0000,1,3,1,2,3,140.0000,True,False,False,True,0,False,19,False,0,6,10,5,12.6667,0,0,6,19,4,11.7500,0,12.4000,0.5000,1.7900,Enrolled,False,False,0.0653,Low,Veterinary Nursing
1,1,1,9773,1,1,133.1000,1,3,19,4,5,105.0000,True,False,False,True,0,False,20,False,0,6,6,6,13.8333,0,0,6,6,6,12.5000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0374,Low,Journalism and Communication
1,17,2,9147,1,1,116.0000,1,1,38,4,3,114.6000,True,False,False,True,0,False,19,False,0,5,15,2,10.7500,0,0,5,11,2,10.0000,0,13.9000,-0.3000,0.7900,Dropout,True,True,0.5088,Medium,Management
1,17,5,9853,1,1,117.0000,1,38,38,9,7,114.6000,True,False,False,True,0,False,19,False,0,6,11,4,13.2500,0,0,6,10,4,10.2500,0,9.4000,-0.8000,-3.1200,Dropout,True,True,0.5022,Medium,Basic Education
1,17,1,9500,1,1,137.0000,1,38,37,7,5,131.0000,True,False,False,True,0,True,18,False,0,8,8,8,13.7312,0,0,8,8,8,13.7312,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.0139,Low,Nursing
1,17,4,9070,1,1,116.0000,1,38,37,9,9,109.0000,False,False,False,True,0,True,23,False,0,6,6,6,13.3333,0,0,6,8,3,12.6667,0,11.1000,0.6000,2.0200,Dropout,True,False,0.1292,Low,Communication Design
1,1,1,9853,1,1,133.1000,1,19,19,9,8,132.0000,True,False,False,True,0,False,21,False,0,6,8,5,12.0000,0,0,6,9,5,10.8000,0,12.7000,3.7000,-1.7000,Dropout,True,False,0.3159,Medium,Basic Education
1,44,1,8014,0,39,130.0000,1,37,38,6,6,130.0000,True,False,False,True,0,False,23,False,5,9,10,9,10.8889,0,3,8,10,6,11.3333,0,11.1000,0.6000,2.0200,Graduate,False,False,0.0709,Low,Social Service (evening attendance)
1,1,3,9500,1,1,106.0000,1,19,37,9,7,109.5000,True,False,False,True,0,False,19,False,0,7,8,7,13.0250,0,0,8,9,8,13.8111,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0289,Low,Nursing
1,17,2,9773,1,1,125.0000,1,1,38,5,6,115.9000,True,False,False,True,0,False,18,False,0,6,6,6,13.0000,0,0,6,6,6,14.1667,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0201,Low,Journalism and Communication
1,1,1,9773,1,1,134.0000,1,19,37,9,9,131.6000,True,True,False,True,0,False,19,False,0,6,10,5,11.8000,0,0,6,10,5,12.0000,0,10.8000,1.4000,1.7400,Graduate,False,False,0.1735,Low,Journalism and Communication
1,39,1,9500,1,1,133.1000,1,19,37,9,9,120.0000,False,False,False,True,0,True,25,False,0,8,8,7,12.0429,0,0,8,8,7,12.0429,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0243,Low,Nursing
1,1,2,9853,1,1,117.0000,1,1,38,4,9,109.7000,True,False,False,True,0,False,19,False,0,6,9,5,12.2000,0,0,6,10,4,13.0000,0,9.4000,-0.8000,-3.1200,Enrolled,False,False,0.1472,Low,Basic Education
1,1,1,9500,1,1,136.0000,1,1,19,5,7,136.4000,False,False,False,True,0,True,19,False,0,7,8,7,12.8375,0,0,8,8,8,15.5000,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0327,Low,Nursing
1,39,1,9556,1,1,120.0000,1,38,38,191,193,120.0000,False,False,True,True,0,True,24,False,0,7,13,7,11.0000,0,0,8,13,7,11.7000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0134,Low,Oral Hygiene
1,1,1,9670,1,1,135.0000,1,37,37,9,7,132.6000,True,False,False,True,0,True,18,False,0,6,7,6,13.5000,0,0,6,9,5,14.0000,0,8.9000,1.4000,3.5100,Graduate,False,False,0.0766,Low,Advertising and Marketing Management
1,17,5,9238,1,1,122.0000,1,37,37,7,5,112.9000,True,False,False,True,0,True,19,False,0,6,8,6,12.1250,0,0,6,7,6,12.7143,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.0269,Low,Social Service
1,1,5,9500,1,1,147.0000,1,37,37,9,9,134.3000,False,False,False,True,0,True,18,False,0,8,12,7,12.6286,0,0,8,12,7,12.6286,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0400,Low,Nursing
1,39,1,9991,0,1,120.0000,1,38,1,9,4,123.2000,False,False,False,True,0,False,27,False,0,5,9,3,10.6667,0,0,5,7,4,11.4000,0,10.8000,1.4000,1.7400,Enrolled,False,False,0.2348,Medium,Management (evening attendance)
1,17,3,9238,1,1,121.0000,1,1,1,4,5,117.2000,False,False,False,True,0,False,19,False,0,6,11,5,11.2000,0,0,6,13,5,11.6000,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.0729,Low,Social Service
1,18,1,9773,1,1,135.0000,1,1,1,3,3,129.8000,False,False,False,True,0,True,18,False,0,6,6,6,12.6667,0,0,6,6,6,11.8333,0,12.7000,3.7000,-1.7000,Dropout,True,False,0.0591,Low,Journalism and Communication
2,39,1,9670,1,1,130.0000,1,37,37,9,0,158.0000,False,False,True,False,0,False,34,False,0,6,7,4,13.5000,0,0,6,6,0,0.0000,6,12.7000,3.7000,-1.7000,Dropout,True,True,0.9855,High,Advertising and Marketing Management
1,1,6,9147,1,1,128.0000,1,37,37,9,9,116.5000,False,False,False,True,0,False,18,False,0,5,9,3,11.6667,0,0,5,15,2,11.0000,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.2922,Medium,Management
1,1,1,9147,1,1,129.0000,1,37,38,4,9,121.0000,True,False,False,True,0,False,18,False,0,5,8,2,10.5000,0,0,5,7,3,12.3333,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.1081,Low,Management
1,1,3,9500,1,1,143.0000,1,37,38,7,7,133.8000,True,False,False,True,0,False,18,False,0,8,8,8,14.2688,0,0,8,8,8,14.2688,0,9.4000,-0.8000,-3.1200,Enrolled,False,False,0.0227,Low,Nursing
1,1,2,9773,1,1,108.0000,1,38,38,7,7,115.0000,True,False,True,False,0,False,20,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,8.9000,1.4000,3.5100,Dropout,True,True,0.9920,High,Journalism and Communication
1,1,1,9147,1,1,130.0000,1,19,37,9,9,131.8000,True,False,False,True,0,True,19,False,0,5,8,2,10.5000,0,0,5,11,3,13.3333,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.1252,Low,Management
1,1,1,9238,1,1,135.0000,1,37,1,3,5,121.0000,False,False,False,True,0,False,21,False,0,6,11,5,11.2000,0,0,6,15,1,10.0000,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.3958,Medium,Social Service
2,39,1,9991,0,3,140.0000,1,19,19,9,7,152.4000,False,False,False,True,0,False,26,False,0,5,5,5,12.0000,0,0,5,6,5,14.8333,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0615,Low,Management (evening attendance)
1,43,2,9556,1,1,120.0000,1,1,19,4,3,110.2000,False,False,False,True,0,False,27,False,0,7,9,7,12.2286,0,1,8,10,8,13.2125,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0506,Low,Oral Hygiene
1,1,1,9670,1,1,117.0000,1,1,38,5,1,113.5000,True,False,False,True,0,False,20,False,0,5,6,4,11.5000,0,0,5,5,4,10.7500,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.1697,Low,Advertising and Marketing Management
1,17,1,9238,1,1,151.0000,1,19,1,5,0,144.4000,True,False,False,True,0,False,18,False,0,6,8,6,15.3750,0,0,6,7,6,16.4286,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.0945,Low,Social Service
1,53,1,9085,1,42,140.0000,1,1,1,5,5,143.3000,True,False,False,False,0,False,23,False,7,12,19,9,13.6667,0,4,9,15,6,13.5000,0,8.9000,1.4000,3.5100,Enrolled,False,False,0.1747,Low,Veterinary Nursing
1,39,1,9500,1,19,133.1000,1,1,5,4,3,100.0000,False,False,False,True,0,False,24,False,0,8,11,7,12.6143,0,0,8,11,7,12.6143,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0707,Low,Nursing
1,44,1,9238,1,39,130.0000,1,38,38,6,9,126.3000,True,False,False,True,0,True,19,False,3,6,7,5,12.2000,0,2,6,6,6,11.5000,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0441,Low,Social Service
1,1,1,9773,1,1,125.0000,1,19,38,3,5,115.9000,False,False,False,True,0,False,19,False,0,6,13,4,11.7500,0,0,6,10,4,11.0000,0,10.8000,1.4000,1.7400,Graduate,False,False,0.1968,Low,Journalism and Communication
1,1,4,9238,1,1,125.0000,1,19,38,9,6,114.9000,True,False,True,True,0,True,19,False,0,6,9,5,11.4000,0,0,6,9,3,10.0000,0,8.9000,1.4000,3.5100,Enrolled,False,False,0.1445,Low,Social Service
1,1,1,9238,1,1,135.0000,1,37,19,5,10,121.0000,False,False,True,True,0,False,18,False,0,6,10,5,10.6000,0,0,6,14,2,10.0000,0,7.6000,2.6000,0.3200,Enrolled,False,False,0.3180,Medium,Social Service
1,51,1,8014,0,1,121.0000,1,1,38,5,7,112.3000,False,False,False,True,0,False,22,False,14,16,16,13,10.9231,0,13,13,13,11,11.4545,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.1033,Low,Social Service (evening attendance)
1,43,1,9070,1,1,141.0000,1,1,19,5,10,127.0000,False,False,False,True,0,False,20,False,0,6,6,5,12.4000,0,0,6,9,5,12.4000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0500,Low,Communication Design
1,39,1,9003,1,1,130.0000,1,19,19,9,9,120.0000,False,False,False,True,0,False,25,False,0,6,6,0,0.0000,0,0,6,6,0,0.0000,0,11.1000,0.6000,2.0200,Dropout,True,True,0.9287,High,Agronomy
1,44,1,9003,1,39,180.0000,1,1,3,4,2,180.0000,False,False,False,True,0,False,21,False,0,6,6,6,15.8333,0,0,6,8,6,15.5000,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.0222,Low,Agronomy
1,1,1,9500,1,1,117.0000,1,19,19,194,193,117.4000,True,False,False,True,0,False,19,False,0,7,12,5,11.8000,0,0,7,9,6,11.7083,0,11.1000,0.6000,2.0200,Enrolled,False,False,0.0065,Low,Nursing
1,17,4,9773,1,1,127.0000,1,1,19,4,1,115.8000,True,False,False,True,0,False,18,False,0,6,7,6,12.5714,0,0,6,6,6,13.6667,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0745,Low,Journalism and Communication
1,1,3,9670,1,1,126.0000,1,37,37,0,0,136.5000,True,False,False,True,0,False,18,False,0,5,7,3,12.0000,0,0,5,7,4,13.2500,1,7.6000,2.6000,0.3200,Graduate,False,False,0.3562,Medium,Advertising and Marketing Management
1,17,3,9500,1,1,143.0000,1,3,3,9,7,129.0000,True,False,False,True,1,False,19,False,0,7,8,7,13.3625,0,0,8,9,8,14.4444,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0948,Low,Nursing
1,1,1,9085,1,1,144.0000,13,3,3,6,6,137.6000,True,False,False,True,0,True,19,True,0,5,6,5,15.4000,0,0,5,5,5,16.0000,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0334,Low,Veterinary Nursing
1,17,2,9773,1,1,126.0000,1,37,38,5,5,129.5000,True,False,True,False,0,False,18,False,0,6,9,5,12.2000,0,0,6,9,4,11.7500,0,10.8000,1.4000,1.7400,Dropout,True,True,0.8965,Medium,Journalism and Communication
1,51,1,9238,1,39,140.0000,1,38,38,5,7,129.1000,True,False,False,True,0,True,20,False,6,11,11,11,12.8182,0,6,11,11,11,13.5455,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0119,Low,Social Service
1,17,5,9500,1,1,148.0000,1,1,19,4,8,130.2000,True,False,False,True,0,False,19,False,0,7,0,0,0.0000,0,0,8,0,0,0.0000,0,12.4000,0.5000,1.7900,Dropout,True,True,0.9939,High,Nursing
1,42,1,9500,1,1,100.0000,1,19,37,5,7,134.3000,True,False,False,True,0,False,28,False,12,17,21,17,13.3947,0,11,17,19,17,13.5547,0,16.2000,0.3000,-0.9200,Graduate,False,False,0.0605,Low,Nursing
1,1,1,9238,1,1,151.0000,1,37,1,9,9,138.4000,True,False,False,True,0,True,20,False,0,6,8,6,14.2500,0,0,6,8,6,11.0000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0421,Low,Social Service
1,42,1,8014,0,1,120.0000,1,37,38,90,7,120.0000,True,False,False,True,0,False,30,False,9,11,19,9,13.4444,1,5,7,7,7,14.7143,0,7.6000,2.6000,0.3200,Dropout,True,False,0.3062,Medium,Social Service (evening attendance)
1,1,4,9500,1,1,135.0000,1,1,19,9,7,123.5000,True,False,False,True,0,True,19,False,0,7,8,7,12.2857,0,0,8,10,8,11.7375,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0423,Low,Nursing
1,1,2,9070,1,1,121.0000,1,19,19,3,3,116.1000,True,False,False,True,0,False,22,False,0,6,7,6,11.6667,0,0,6,7,5,13.2000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0665,Low,Communication Design
1,1,1,9254,1,1,116.0000,1,38,38,5,8,110.8000,True,False,False,True,0,False,18,False,0,6,8,6,12.1667,0,0,6,6,6,13.5000,0,11.1000,0.6000,2.0200,Graduate,False,False,0.0441,Low,Tourism
1,17,1,9853,1,1,147.0000,1,37,37,9,9,142.8000,True,False,False,True,0,False,23,False,0,6,11,2,10.0000,0,0,6,15,2,11.0000,0,7.6000,2.6000,0.3200,Dropout,True,True,0.8763,Medium,Basic Education
1,17,4,9070,1,1,160.0000,1,1,19,5,7,155.5000,True,False,False,True,0,False,18,False,0,6,6,6,14.0000,0,0,6,6,6,15.0000,0,11.1000,0.6000,2.0200,Graduate,False,False,0.0723,Low,Communication Design
1,1,1,9853,1,1,133.0000,1,37,19,7,7,126.7000,True,False,False,True,0,False,18,False,0,6,9,5,11.8333,0,0,6,6,4,12.0000,0,15.5000,2.8000,-4.0600,Enrolled,False,False,0.3015,Medium,Basic Education
2,39,1,9773,1,19,100.0000,1,37,37,0,0,163.5000,False,False,True,False,1,False,50,False,0,6,7,1,15.0000,0,0,5,12,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,True,True,0.9934,High,Journalism and Communication
1,1,1,171,1,1,151.0000,41,3,3,2,5,161.9000,True,False,False,True,0,True,19,True,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.2381,Medium,Animation and Multimedia Design
1,17,2,9254,1,1,124.0000,41,19,38,9,9,123.3000,True,False,False,True,0,False,22,True,0,6,7,6,10.8333,0,0,6,6,6,10.6667,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.1139,Low,Tourism
1,44,1,9238,1,39,140.0000,41,1,1,4,6,137.5000,False,False,True,True,0,True,23,True,3,6,7,6,13.1429,0,2,6,6,6,14.0000,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0383,Low,Social Service
1,18,4,9085,1,1,170.0000,1,1,1,4,5,166.6000,False,False,True,False,0,True,20,False,2,5,8,5,14.4000,1,0,5,6,5,14.0000,0,12.7000,3.7000,-1.7000,Dropout,True,False,0.4576,Medium,Veterinary Nursing
4,39,1,9238,1,19,133.1000,1,37,37,9,10,103.5000,False,False,False,False,0,False,44,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,13.9000,-0.3000,0.7900,Dropout,True,True,0.9965,High,Social Service
4,39,1,9003,1,19,133.1000,1,37,37,9,9,110.0000,False,False,False,True,1,False,49,False,6,12,17,7,12.0000,0,3,12,19,9,11.2222,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.1327,Low,Agronomy
2,43,1,9991,0,1,100.0000,1,37,37,9,9,128.2000,False,False,False,True,1,False,46,False,6,10,13,9,12.2000,0,4,10,12,10,12.8000,0,7.6000,2.6000,0.3200,Graduate,False,False,0.1124,Low,Management (evening attendance)
1,39,1,9085,1,39,120.0000,1,37,37,1,9,137.7000,True,False,False,False,1,False,41,False,3,3,3,3,12.3333,0,2,2,2,2,11.0000,0,12.4000,0.5000,1.7900,Dropout,True,True,0.9799,High,Veterinary Nursing
1,17,3,9500,1,1,133.0000,1,38,19,9,8,128.8000,True,False,False,True,1,False,18,False,0,7,8,7,11.8375,0,0,8,9,8,12.4812,0,13.9000,-0.3000,0.7900,Graduate,False,False,0.0923,Low,Nursing
3,39,1,9991,0,1,120.0000,1,37,1,9,2,170.0000,False,False,False,True,1,False,43,False,0,5,5,5,11.8000,0,0,5,6,5,14.0000,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.0815,Low,Management (evening attendance)
4,39,2,9147,1,19,133.1000,1,37,37,9,7,116.4000,False,False,True,False,1,False,70,False,0,5,5,0,0.0000,0,0,5,9,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,True,True,0.9785,High,Management
4,39,1,9130,1,19,133.1000,1,37,38,9,4,100.9000,False,False,False,True,1,False,48,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,True,True,0.9943,High,Equinculture:
2,43,1,9003,1,1,133.1000,1,37,37,9,7,136.0000,False,False,False,True,1,False,41,False,18,19,19,19,12.6842,0,12,13,13,13,12.3846,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.0356,Low,Agronomy
1,1,1,9254,1,1,140.0000,1,19,19,9,3,130.0000,False,False,False,True,1,False,21,False,0,6,8,6,12.5714,0,0,6,10,4,13.0000,0,12.7000,3.7000,-1.7000,Enrolled,False,False,0.1445,Low,Tourism
1,39,1,33,1,1,100.0000,41,38,37,9,8,100.0000,False,False,True,False,1,False,35,True,0,7,18,3,11.2500,0,0,7,7,0,0.0000,0,16.2000,0.3000,-0.9200,Dropout,True,True,0.9867,High,Biofuel Production Technologies
2,39,1,9130,1,19,133.1000,1,2,1,2,9,157.0000,True,False,False,True,1,False,44,False,1,5,13,4,14.0000,3,1,5,9,4,15.5000,2,10.8000,1.4000,1.7400,Graduate,False,False,0.3593,Medium,Equinculture:
1,1,1,9147,1,1,143.0000,1,3,1,5,5,152.1000,True,False,True,True,1,False,18,False,0,5,15,4,13.3333,0,0,5,6,2,13.5000,0,13.9000,-0.3000,0.7900,Dropout,True,True,0.5149,Medium,Management
2,1,1,8014,0,1,165.0000,1,37,37,0,0,162.9000,True,False,False,True,1,False,45,False,0,6,7,6,13.6667,0,0,6,6,6,13.6667,0,7.6000,2.6000,0.3200,Graduate,False,False,0.1430,Low,Social Service (evening attendance)
1,1,1,9254,1,1,154.0000,1,3,1,2,1,137.2000,False,False,False,True,1,False,20,False,0,6,12,3,10.0000,0,0,6,9,5,10.8000,0,15.5000,2.8000,-4.0600,Enrolled,False,False,0.2624,Medium,Tourism
1,44,1,9003,1,39,140.0000,1,1,38,9,1,140.0000,True,False,False,True,1,False,22,False,0,6,12,5,12.6000,0,0,6,11,6,11.7143,0,12.4000,0.5000,1.7900,Graduate,False,False,0.0556,Low,Agronomy
1,43,1,9119,1,1,140.0000,1,37,38,5,7,146.5000,False,False,False,True,1,False,39,False,0,5,10,3,17.3333,0,0,5,11,1,17.0000,0,13.9000,-0.3000,0.7900,Dropout,True,True,0.8597,Medium,Informatics Engineering
1,44,1,9085,1,39,130.0000,1,2,2,6,6,130.0000,False,False,False,False,1,False,20,False,2,6,10,5,13.2000,0,1,6,21,3,12.0000,0,12.4000,0.5000,1.7900,Enrolled,False,True,0.5427,Medium,Veterinary Nursing
2,39,1,9147,1,19,133.1000,1,37,19,9,3,128.0000,False,False,False,True,1,False,49,False,0,5,9,3,14.0000,0,0,5,8,3,13.6667,0,8.9000,1.4000,3.5100,Dropout,True,True,0.6042,Medium,Management
1,7,1,9556,1,4,190.0000,1,5,5,2,2,190.0000,True,False,False,True,1,False,43,False,4,4,4,4,13.8750,0,1,1,1,1,12.5000,0,11.1000,0.6000,2.0200,Dropout,True,True,0.9440,High,Oral Hygiene
2,39,1,9991,0,1,120.0000,1,37,37,9,9,133.2000,True,False,False,True,1,False,32,False,0,5,5,0,0.0000,0,0,5,5,0,0.0000,0,7.6000,2.6000,0.3200,Dropout,True,True,0.9621,High,Management (evening attendance)
1,39,1,9238,1,12,100.0000,1,37,37,9,9,124.3000,False,False,False,True,1,False,47,False,3,9,9,9,13.1111,0,3,7,7,7,14.8571,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0967,Low,Social Service
5,39,1,9991,0,1,120.0000,1,37,37,9,9,138.1000,False,False,False,True,1,True,37,False,0,5,8,5,13.0000,0,0,5,11,4,13.3333,2,16.2000,0.3000,-0.9200,Dropout,True,False,0.2770,Medium,Management (evening attendance)
2,39,1,8014,0,1,133.1000,1,19,1,4,8,144.3000,False,False,False,True,1,False,41,False,6,10,10,10,12.5000,0,3,7,7,7,12.1429,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0525,Low,Social Service (evening attendance)
2,39,1,9003,1,1,150.0000,1,37,37,9,6,140.0000,False,False,False,True,1,False,60,False,17,18,18,18,14.1111,0,11,13,13,13,14.2308,0,15.5000,2.8000,-4.0600,Graduate,False,False,0.0317,Low,Agronomy
2,39,1,9254,1,1,120.0000,1,1,19,9,9,148.3000,False,False,False,True,1,False,47,False,6,11,11,11,14.7273,0,6,9,9,9,15.7778,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0741,Low,Tourism
1,39,1,8014,0,1,133.1000,1,37,11,9,7,96.0000,False,False,True,False,1,False,50,False,0,6,6,0,0.0000,0,0,5,6,0,0.0000,0,12.4000,0.5000,1.7900,Dropout,True,True,0.9890,High,Social Service (evening attendance)
2,39,1,9991,0,19,133.1000,1,38,38,90,90,121.7000,True,False,False,True,1,False,45,False,0,5,5,0,0.0000,0,0,5,5,0,0.0000,0,7.6000,2.6000,0.3200,Dropout,True,True,0.9717,High,Management (evening attendance)
1,39,1,9119,1,1,100.0000,1,37,37,9,8,160.0000,False,False,True,False,1,False,45,False,0,5,5,0,0.0000,0,0,5,5,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,True,True,0.9962,High,Informatics Engineering
2,39,1,9085,1,1,133.1000,1,37,37,90,90,110.3000,False,False,False,True,1,False,33,False,0,5,7,4,13.5000,0,0,5,6,5,11.6000,0,7.6000,2.6000,0.3200,Graduate,False,False,0.2953,Medium,Veterinary Nursing
1,1,1,9500,1,1,143.0000,1,3,3,2,2,129.0000,False,False,False,True,1,False,18,False,0,8,8,7,13.1057,0,0,8,8,7,13.1057,0,10.8000,1.4000,1.7400,Graduate,False,False,0.0397,Low,Nursing
2,39,1,9085,1,1,120.0000,1,37,37,6,6,150.0000,False,False,False,True,1,False,43,False,0,5,8,5,13.5000,2,0,5,5,5,14.4000,0,9.4000,-0.8000,-3.1200,Graduate,False,False,0.0605,Low,Veterinary Nursing
1,43,1,8014,0,1,161.0000,1,19,37,4,10,100.0000,False,False,False,True,1,False,44,False,9,13,18,13,11.8462,0,9,11,11,11,12.0000,0,12.7000,3.7000,-1.7000,Graduate,False,False,0.0524,Low,Social Service (evening attendance)
