Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Prediction,Probability,RiskLevel
1,1,1,9500,1,1,143.0000,1,38,38,5,5,133.9000,False,False,False,True,0,False,18,False,0,7,7,7,15.0143,0,0,8,8,8,16.0875,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0046,Low
1,1,1,171,1,1,141.0000,1,1,38,4,8,136.8000,True,False,False,True,0,True,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0686,Low
1,17,2,9500,1,1,134.0000,1,19,37,4,7,133.5000,True,False,False,True,0,False,19,False,0,7,8,7,14.0500,0,0,8,8,8,15.1000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0172,Low
1,17,3,9500,1,1,138.0000,1,3,3,4,5,130.0000,True,False,False,True,0,False,18,False,0,7,8,7,14.8500,0,0,8,8,8,15.2000,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0239,Low
1,44,1,9085,1,39,140.0000,1,3,3,2,2,140.0000,True,False,False,True,0,False,19,False,0,6,10,6,13.0000,0,0,6,19,5,13.0000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.4682,Medium
1,1,2,9500,1,1,142.0000,1,37,37,9,7,132.7000,True,False,False,True,0,True,19,False,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0035,Low
1,1,1,9500,1,1,118.0000,1,19,19,5,7,117.8000,False,False,False,True,0,True,19,False,0,7,7,7,13.7000,0,0,8,9,7,14.6714,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0124,Low
1,1,2,9500,1,1,131.0000,1,1,37,4,4,126.1000,True,False,False,True,0,True,19,False,0,7,7,7,12.4957,0,0,8,9,7,12.2429,0,11.1000,0.6000,2.0200,Dropout,Graduate,0.0876,Low
1,1,1,9500,1,1,130.0000,1,1,38,1,7,120.0000,False,False,False,True,0,False,19,False,0,7,7,6,14.5667,0,0,7,7,6,14.5667,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0109,Low
1,39,1,9670,1,12,133.1000,1,1,19,1,5,100.0000,True,False,True,False,0,False,25,False,0,5,5,5,11.2000,0,0,5,5,4,11.2500,0,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.0054,Low
1,1,1,9500,1,1,130.0000,1,19,19,4,10,116.8000,False,False,False,True,0,False,20,False,0,8,8,7,12.6857,0,0,8,8,7,12.6857,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0868,Low
1,53,1,9238,1,42,130.0000,1,1,19,5,5,128.3000,False,False,True,False,0,False,23,False,5,9,12,7,13.5714,0,4,9,14,4,13.2500,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0531,Low
1,1,1,9070,1,1,133.1000,1,19,19,7,7,117.0000,False,False,False,True,0,False,20,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0131,Low
1,39,1,8014,0,1,130.0000,1,37,11,9,10,131.5000,False,False,False,True,0,False,27,False,0,6,8,5,11.0000,0,0,6,7,6,11.1667,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0807,Low
1,1,1,9500,1,1,149.0000,1,19,1,4,4,134.8000,False,False,False,True,0,False,18,False,0,8,8,8,14.4450,0,0,8,8,8,14.4450,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0054,Low
1,1,1,9853,1,1,163.0000,1,19,1,5,10,146.6000,True,False,True,True,0,False,18,False,0,6,9,5,13.6000,0,0,6,10,4,11.7500,0,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.7365,High
1,7,1,8014,0,40,130.0000,1,19,1,5,10,130.0000,True,False,True,False,0,False,23,False,7,12,12,11,14.0000,0,4,10,11,8,14.6250,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0036,Low
1,1,6,9500,1,1,145.0000,1,38,37,5,6,127.5000,True,False,False,True,0,True,19,False,0,7,7,6,13.4167,0,0,7,7,6,13.4167,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0104,Low
1,1,1,9147,1,1,130.0000,1,37,38,3,3,123.0000,False,False,False,True,0,False,18,False,0,5,8,5,12.3333,2,0,5,7,5,11.4000,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.1677,Medium
1,43,1,9500,1,1,128.0000,1,1,19,9,8,100.0000,True,False,False,True,0,False,20,False,0,7,8,7,13.1000,0,0,8,8,8,14.8125,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0553,Low
1,1,2,9670,1,1,111.0000,1,19,19,9,9,114.2000,True,False,False,True,0,False,18,False,0,6,9,4,13.2000,0,0,6,10,5,12.8000,0,12.4000,0.5000,1.7900,Graduate,Enrolled,0.6284,High
1,1,1,9500,1,1,140.0000,1,1,1,4,4,123.5000,True,False,False,True,0,True,19,False,0,8,8,8,14.7500,0,0,8,8,8,14.7500,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0020,Low
1,44,1,9238,1,39,140.0000,1,19,19,8,8,144.3000,True,False,False,True,0,True,19,False,3,6,7,6,13.1429,0,2,6,6,6,14.3333,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0029,Low
1,1,1,9853,1,1,145.0000,1,38,37,5,5,142.2000,False,False,False,True,0,False,19,False,0,6,9,4,12.5000,0,0,6,9,5,12.5000,0,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.8117,High
1,1,1,9085,1,1,151.0000,1,3,3,1,90,161.9000,False,False,False,True,0,False,18,False,0,5,6,4,13.7500,0,0,5,8,5,14.8571,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0039,Low
1,1,1,9238,1,1,132.0000,1,37,37,9,5,135.9000,False,False,False,True,0,False,18,False,0,6,11,5,12.4000,0,0,6,7,6,13.0000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1108,Medium
1,1,2,9773,1,1,116.0000,1,19,19,4,7,110.1000,True,False,False,True,0,False,18,False,0,6,6,6,13.3333,0,0,6,6,6,12.0000,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0341,Low
1,2,1,9853,1,1,120.0000,1,19,38,9,9,122.5000,False,False,False,False,0,False,28,False,11,11,11,11,11.7273,0,8,8,8,8,12.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0073,Low
1,17,1,9254,1,1,158.0000,1,37,37,5,9,138.1000,True,False,False,True,0,False,19,False,0,6,8,4,12.5000,0,0,6,11,1,14.0000,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.1036,Medium
1,43,1,171,1,1,116.0000,1,3,1,2,3,117.3000,True,False,True,True,0,False,20,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.1079,Medium
1,1,2,9500,1,1,112.0000,1,1,37,4,9,106.8000,True,False,False,True,0,True,19,False,0,7,8,6,13.5333,0,0,8,9,7,13.6143,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0861,Low
1,1,1,9070,1,1,126.0000,1,1,19,4,0,120.1000,False,True,False,True,0,True,20,False,0,6,6,6,13.1667,0,0,6,6,6,12.6667,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0089,Low
1,1,2,9254,1,1,120.0000,1,19,19,9,9,116.5000,True,False,False,True,0,True,19,False,0,6,9,5,13.2000,0,0,6,8,5,11.0000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.3089,Medium
1,51,1,9070,1,1,117.0000,1,5,1,2,10,120.0000,True,False,False,True,0,False,21,False,0,6,7,5,12.2000,0,0,6,7,4,12.6000,0,8.9000,1.4000,3.5100,Enrolled,Enrolled,0.8651,High
1,1,1,9853,1,1,153.0000,1,1,19,9,4,139.7000,True,False,False,True,0,True,19,False,0,7,7,7,13.4286,0,0,7,7,7,14.8571,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0098,Low
1,1,2,9070,1,1,124.0000,1,19,1,9,3,123.7000,True,False,False,True,0,True,18,False,1,6,8,6,12.7143,1,0,6,8,6,12.6250,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0312,Low
1,17,2,9130,1,1,127.0000,1,3,1,2,1,116.5000,False,False,False,True,0,False,19,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0035,Low
1,17,1,9670,1,1,126.0000,1,12,38,9,5,122.2000,False,False,False,True,0,True,19,False,0,6,6,6,13.6667,0,0,6,9,6,13.6667,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0324,Low
1,1,1,9773,1,1,133.1000,1,38,19,132,103,146.0000,False,False,True,True,0,False,20,False,0,6,6,5,11.0000,0,0,6,6,6,13.1667,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.2359,Medium
1,17,2,9853,1,1,114.0000,1,1,1,4,0,108.8000,True,False,False,True,0,False,18,False,0,7,11,5,11.4000,0,0,7,9,6,13.3333,0,13.9000,-0.3000,0.7900,Enrolled,Enrolled,0.8933,High
1,43,1,171,1,1,133.0000,1,19,19,5,7,133.0000,False,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,15.5000,2.8000,-4.0600,Enrolled,Enrolled,0.9024,High
1,17,1,9130,1,1,130.0000,1,1,1,4,5,123.8000,False,False,False,True,0,False,18,False,0,5,7,4,12.0000,0,0,5,6,5,12.0000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.1457,Medium
1,17,3,9773,1,1,127.0000,1,19,19,5,8,120.0000,False,False,False,True,0,False,18,False,0,6,6,0,0.0000,0,0,6,0,0,0.0000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0066,Low
1,17,3,9238,1,1,143.0000,1,37,38,0,7,126.9000,True,False,False,True,0,False,18,False,0,6,14,5,11.0000,0,0,6,6,6,11.6667,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0102,Low
1,18,4,9773,1,1,130.0000,1,19,19,4,4,121.3000,True,False,False,True,0,False,20,False,0,6,12,5,12.0000,0,0,6,8,6,11.5714,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.1714,Medium
1,17,3,9500,1,1,136.0000,1,19,1,9,9,129.0000,True,False,False,True,0,True,19,False,0,7,7,7,13.3086,0,0,8,10,8,12.5500,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0271,Low
1,1,1,9853,1,1,125.0000,1,37,37,9,9,114.9000,True,False,True,False,0,False,21,False,0,6,8,3,13.6667,0,0,6,7,3,10.6667,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0065,Low
1,17,1,9670,1,3,110.0000,1,12,3,5,8,106.5000,True,False,True,False,0,False,20,False,0,6,6,0,0.0000,0,0,6,9,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0081,Low
1,1,1,9254,1,1,130.0000,1,37,38,9,9,133.9000,True,False,False,True,0,False,18,False,0,6,10,5,12.2000,0,0,6,8,4,11.2500,0,9.4000,-0.8000,-3.1200,Graduate,Enrolled,0.6837,High
1,1,1,9773,1,1,135.0000,1,1,4,5,3,124.9000,False,False,False,True,0,True,20,False,0,6,7,6,12.6667,0,0,6,6,6,12.8333,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0199,Low
1,1,2,9500,1,1,133.0000,1,19,37,1,9,128.5000,True,False,False,True,0,True,19,False,0,8,8,8,14.0712,0,0,8,8,8,14.0712,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0220,Low
1,1,1,9085,1,6,122.0000,1,19,19,9,9,126.2000,True,False,False,True,0,False,22,False,0,5,14,4,14.2500,3,0,5,9,5,13.2000,4,9.4000,-0.8000,-3.1200,Dropout,Graduate,0.4357,Medium
1,17,1,9130,1,1,122.0000,1,19,19,9,9,121.7000,True,False,False,False,0,False,22,False,0,6,0,0,0.0000,0,0,2,2,0,0.0000,2,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.0045,Low
1,1,2,9853,1,1,121.0000,1,38,38,7,5,120.0000,True,False,False,True,0,False,18,False,0,6,10,3,12.0000,0,0,6,8,4,10.2500,0,10.8000,1.4000,1.7400,Enrolled,Enrolled,0.6141,High
1,43,1,9147,1,1,123.0000,1,3,19,9,9,113.2000,False,False,False,True,0,False,21,False,3,10,18,6,11.1667,2,4,10,16,7,10.5714,0,7.6000,2.6000,0.3200,Enrolled,Enrolled,0.8091,High
1,1,1,9238,1,1,128.0000,1,19,19,0,5,120.3000,True,False,False,True,0,False,19,False,0,6,12,2,13.0000,0,0,6,8,5,11.6000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0358,Low
1,1,4,171,1,1,139.0000,1,37,38,9,9,127.8000,True,False,False,True,0,False,19,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0218,Low
1,1,2,9500,1,1,124.0000,1,34,34,0,0,123.3000,True,False,False,True,0,True,20,False,0,8,8,7,14.9014,1,0,8,8,7,14.9014,1,9.4000,-0.8000,-3.1200,Dropout,Graduate,0.0092,Low
1,1,3,9500,1,1,135.0000,1,38,19,8,8,126.3000,True,False,True,True,0,True,18,False,0,7,8,7,12.6500,0,0,8,9,8,12.4456,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0192,Low
1,51,1,9991,0,42,110.0000,1,19,37,5,9,128.2000,False,False,False,False,0,False,22,False,7,12,12,7,11.0000,0,5,5,5,5,10.6000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0129,Low
1,17,4,9085,1,1,138.0000,1,19,36,90,7,134.9000,True,False,False,True,0,False,20,False,0,5,7,4,12.4000,0,0,5,9,5,12.6667,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.1084,Medium
1,44,1,9003,1,39,140.0000,1,38,38,6,6,140.0000,False,False,False,True,0,False,19,False,0,6,7,6,12.0000,0,0,6,7,6,12.6667,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0418,Low
1,1,5,9500,1,1,126.0000,1,1,19,6,7,115.5000,True,False,False,True,0,True,19,False,0,7,8,7,12.1357,0,0,8,10,7,13.3286,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0346,Low
1,1,2,9500,1,1,113.0000,1,38,19,9,7,106.7000,True,False,False,True,0,True,20,False,0,7,10,5,12.6200,0,0,7,8,6,12.5000,0,11.1000,0.6000,2.0200,Enrolled,Enrolled,0.6372,High
1,39,1,9991,0,1,120.0000,1,38,38,3,3,140.0000,False,False,False,True,0,False,25,False,0,5,11,3,10.6667,0,0,5,11,3,11.3333,0,15.5000,2.8000,-4.0600,Enrolled,Enrolled,0.5294,Medium
1,1,1,9500,1,1,145.0000,1,19,19,9,7,136.6000,False,False,False,True,0,True,19,False,0,7,12,6,13.7667,0,0,8,10,7,14.0514,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0634,Low
1,18,1,9500,1,1,124.0000,1,38,37,9,7,119.3000,True,False,False,True,0,False,19,False,0,8,8,8,13.1163,0,0,8,8,8,13.1163,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0124,Low
1,1,1,9070,1,1,160.0000,1,3,38,1,9,152.0000,True,False,False,False,0,False,19,False,0,5,5,0,0.0000,0,0,6,0,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0052,Low
1,1,1,9500,1,1,138.0000,1,38,19,9,5,144.3000,False,False,False,True,0,False,20,False,0,7,9,6,12.7000,0,0,8,8,7,13.5714,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.2306,Medium
1,39,2,9556,1,1,130.0000,1,37,37,9,9,159.0000,True,False,False,True,0,False,25,False,0,7,11,7,11.8571,0,0,8,21,5,11.7000,0,12.4000,0.5000,1.7900,Enrolled,Enrolled,0.8342,High
1,17,1,9500,1,1,127.0000,1,19,38,5,9,129.5000,True,False,False,True,0,True,20,False,0,7,7,6,12.3333,0,0,7,7,6,12.3333,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0998,Medium
1,39,1,9238,1,1,170.0000,1,38,19,9,9,140.0000,True,False,False,True,0,False,24,False,0,6,9,4,15.7500,0,0,6,10,5,16.4000,0,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.8119,High
1,1,3,9670,1,1,111.0000,1,1,1,5,5,105.4000,False,False,False,True,0,False,20,False,0,5,6,5,13.3333,0,0,5,6,5,13.2000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.1691,Medium
1,42,1,9500,1,1,100.0000,1,1,19,4,8,136.0000,True,False,False,True,0,False,21,False,4,7,9,7,14.3556,0,5,8,8,8,13.4938,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0898,Medium
1,44,1,9003,1,39,160.0000,1,37,38,9,9,160.0000,False,False,True,True,0,True,19,False,0,6,8,6,13.0000,0,0,6,11,5,13.0000,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.1504,Medium
1,1,1,9773,1,1,152.0000,1,38,37,9,9,139.1000,False,False,False,True,0,True,19,False,0,6,6,6,12.8333,0,0,6,6,6,13.5000,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0146,Low
1,1,2,9670,1,1,144.0000,1,37,38,9,9,126.9000,False,False,False,True,0,True,21,False,0,5,5,5,13.2000,0,0,5,5,4,13.0000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0627,Low
1,39,1,9500,1,3,133.8000,1,3,37,2,10,184.0000,False,False,False,True,0,False,28,False,0,7,9,7,17.0056,0,1,8,9,8,16.5822,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0124,Low
1,1,1,9238,1,1,125.0000,1,37,38,9,9,125.0000,True,False,True,False,0,True,19,False,0,6,8,5,10.6000,0,0,6,8,5,11.0000,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.1689,Medium
1,1,1,9147,1,1,150.0000,1,37,37,9,6,138.5000,False,False,False,True,0,True,18,False,0,5,5,5,14.0000,0,0,5,6,5,13.6000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0635,Low
5,17,5,9500,1,1,143.0000,1,37,38,5,8,133.5000,True,False,False,True,0,True,18,False,0,8,8,7,12.1143,0,0,8,8,7,12.1143,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0214,Low
1,1,3,9500,1,1,145.0000,1,19,37,7,7,141.5000,True,False,False,True,0,True,18,False,0,8,8,8,13.0587,0,0,8,8,8,13.0587,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0459,Low
1,42,1,9500,1,1,120.0000,1,1,2,9,3,130.0000,True,False,False,True,0,False,22,False,4,8,8,7,13.2857,0,4,8,8,7,13.2857,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0752,Low
1,1,1,9147,1,1,138.0000,1,37,37,194,171,131.0000,True,False,False,True,0,False,19,False,0,5,9,4,11.0000,0,0,5,8,3,10.6667,0,12.4000,0.5000,1.7900,Enrolled,Enrolled,0.9499,High
1,1,1,9500,1,1,145.0000,1,19,1,9,5,145.0000,False,False,False,True,0,True,18,False,0,7,7,7,14.0714,0,0,8,8,8,15.1625,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0010,Low
1,17,1,9254,1,1,122.0000,1,37,37,5,6,114.3000,False,False,False,False,0,False,20,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0004,Low
1,44,1,171,1,39,110.0000,1,37,37,5,6,108.3000,False,False,False,False,0,False,26,False,4,9,9,4,11.2500,0,3,10,12,3,11.0000,0,12.4000,0.5000,1.7900,Dropout,Dropout,0.0218,Low
1,1,3,9070,1,1,136.0000,1,37,38,9,9,125.2000,True,False,False,True,0,True,18,False,0,6,6,6,14.0000,0,0,6,8,6,13.6250,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0502,Low
1,1,1,9254,1,1,145.0000,1,1,38,4,9,131.7000,True,False,False,True,0,True,21,False,0,6,8,6,12.1667,0,0,6,11,3,11.6667,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.2518,Medium
1,17,4,9500,1,1,141.0000,1,38,37,3,3,126.3000,True,False,False,True,0,False,18,False,0,8,8,7,13.2971,0,0,8,8,7,13.2971,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0384,Low
1,1,1,9085,1,1,149.0000,1,19,19,4,6,147.6000,True,False,False,True,0,False,20,False,0,6,14,6,13.9231,0,0,6,9,6,14.2500,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0148,Low
1,1,6,9500,1,1,130.0000,1,38,19,5,6,125.1000,True,False,False,True,0,False,18,False,0,7,11,7,13.3700,0,0,8,13,7,12.8333,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0431,Low
1,17,6,9147,1,1,121.0000,1,19,38,7,9,123.8000,False,False,False,True,0,True,19,False,0,5,5,5,12.4000,0,0,5,8,3,11.0000,0,12.7000,3.7000,-1.7000,Enrolled,Enrolled,0.5200,Medium
1,1,1,9670,1,1,128.0000,1,1,1,2,2,130.8000,True,False,False,True,0,False,20,False,0,5,5,4,15.0000,0,0,5,5,4,13.7500,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.0982,Medium
1,1,1,9853,1,1,152.0000,1,19,19,9,5,154.1000,False,False,True,True,0,True,18,False,0,6,6,6,13.3333,0,0,6,7,6,12.5714,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0047,Low
1,16,2,9147,1,1,132.0000,1,37,37,9,9,122.6000,True,False,False,True,0,True,20,False,0,5,8,3,12.0000,0,0,5,9,4,12.6250,0,10.8000,1.4000,1.7400,Enrolled,Enrolled,0.5888,High
1,1,2,8014,0,1,107.0000,1,19,11,0,0,103.5000,True,False,False,True,0,False,22,False,0,6,7,5,13.4000,0,0,6,9,5,12.2000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0335,Low
1,1,1,171,1,1,131.0000,1,19,38,4,5,132.8000,True,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,7.6000,2.6000,0.3200,Enrolled,Enrolled,0.7566,High
1,51,1,9991,0,1,141.0000,1,19,38,5,7,100.0000,False,False,False,True,0,False,21,False,1,5,9,4,11.5000,0,1,5,5,5,11.4000,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0736,Low
1,18,2,9853,1,1,120.0000,1,1,1,9,0,115.8000,False,False,False,True,0,False,18,False,0,7,12,6,12.0000,0,0,7,11,6,12.1667,0,13.9000,-0.3000,0.7900,Enrolled,Enrolled,0.8523,High
1,1,1,9500,1,1,148.0000,1,19,19,4,4,133.8000,False,False,False,True,0,False,18,False,0,8,8,7,13.4857,0,0,8,8,7,13.4857,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0971,Medium
1,1,1,9070,1,1,130.0000,1,12,19,4,5,118.5000,False,True,False,True,0,True,18,False,0,6,6,6,12.0000,0,0,6,8,6,11.2857,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0984,Medium
1,17,1,171,1,1,145.0000,1,37,37,9,1,150.3000,True,False,False,True,0,False,19,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.1599,Medium
1,17,3,9147,1,1,112.0000,1,1,19,3,5,107.8000,True,False,False,True,0,False,19,False,0,5,7,3,10.3333,0,0,5,11,3,14.4286,0,10.8000,1.4000,1.7400,Enrolled,Enrolled,0.6920,High
1,1,1,9500,1,1,138.0000,1,38,1,9,4,127.5000,True,False,False,True,0,False,19,False,0,7,10,5,12.9400,0,0,7,7,5,13.7600,0,16.2000,0.3000,-0.9200,Enrolled,Enrolled,0.4735,Medium
1,1,3,9500,1,1,135.0000,1,1,37,7,7,120.5000,True,False,False,True,0,False,19,False,0,8,11,7,13.2586,0,0,8,11,7,13.2586,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.1892,Medium
1,1,1,9147,1,1,118.0000,1,1,2,10,10,117.3000,True,False,False,True,0,False,19,False,0,5,9,4,12.2500,0,0,5,10,4,12.0000,0,8.9000,1.4000,3.5100,Enrolled,Enrolled,0.8501,High
1,17,1,9254,1,1,123.0000,1,38,37,9,7,120.6000,True,False,False,False,0,False,19,False,0,6,9,3,11.6667,0,0,6,15,1,10.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0054,Low
1,16,4,9254,1,1,126.0000,1,38,37,9,7,118.7000,True,False,False,True,0,True,21,False,0,6,7,6,13.5714,0,0,6,6,6,12.5000,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0068,Low
1,1,2,9773,1,1,150.0000,41,1,37,9,7,130.8000,False,False,False,True,0,True,20,True,0,6,9,5,11.8000,0,0,6,9,5,11.8333,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.3962,Medium
1,1,1,9147,1,1,121.0000,1,19,19,3,9,112.6000,True,False,False,True,0,True,20,False,0,5,7,5,14.2000,0,0,5,7,5,13.2857,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.1913,Medium
1,39,1,9991,0,19,133.1000,1,37,37,9,9,117.2000,False,False,False,True,0,False,41,False,0,5,8,5,11.0000,0,0,5,6,5,11.8000,1,7.6000,2.6000,0.3200,Graduate,Graduate,0.0930,Medium
4,7,1,9500,1,40,130.0000,1,37,37,3,3,130.0000,True,False,False,True,0,False,32,False,0,7,16,4,13.6250,0,0,7,8,7,12.6375,0,12.4000,0.5000,1.7900,Enrolled,Enrolled,0.8942,High
1,17,3,9500,1,1,139.0000,1,38,1,9,5,131.8000,True,False,False,True,0,False,18,False,0,8,8,7,14.6529,0,0,8,8,7,14.6529,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0354,Low
4,39,1,8014,0,1,160.0000,1,37,37,3,4,97.0000,False,False,False,True,0,True,35,False,0,6,9,6,11.3333,0,0,6,6,6,11.3333,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0317,Low
1,39,1,9500,1,1,110.0000,1,37,37,9,9,130.0000,False,False,True,False,0,False,32,False,0,7,12,4,13.7000,0,0,7,7,0,0.0000,0,16.2000,0.3000,-0.9200,Dropout,Dropout,0.0031,Low
1,39,1,8014,0,40,140.0000,1,19,37,5,9,148.0000,False,False,False,True,0,False,37,False,7,11,11,11,13.7273,0,4,8,8,8,14.7500,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0027,Low
2,39,2,9147,1,3,130.0000,1,3,37,9,9,103.4000,False,False,False,True,0,False,30,False,4,7,9,7,11.7500,0,3,8,12,7,11.1429,0,12.7000,3.7000,-1.7000,Dropout,Enrolled,0.6829,High
1,43,2,9773,1,1,132.0000,1,19,19,0,0,127.1000,False,False,False,True,1,False,23,False,0,6,9,6,12.3333,0,0,6,11,5,13.0000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0386,Low
1,17,2,9773,1,1,139.0000,1,3,1,2,7,124.0000,True,False,False,True,0,True,20,False,0,6,6,6,14.0000,0,0,6,7,6,13.8571,0,15.5000,2.8000,-4.0600,Dropout,Graduate,0.0522,Low
